更新日期：2016/10/17
項次,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,,
="新竹第二淨水場(Hsinchu Second)新竹市東美路91巷100號",="0.66",="0.15",="<5",="<1",="107",="8.0",="10.1",="41.4",="ND",="<0.01",="0.78",="222",="0.13",="145",="0.04",="ND",="3",="<1",="0.0125",="ND",="ND",="0.00029",="ND",="ND",="ND",="0.00124",="ND",="ND",="0.00018",="0.0178",="0.00022",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0852",="ND",="Y",
="寶山淨水場(Baoshan)新竹縣竹東鎮柯湖里柯湖路三段305巷130號",="0.71",="0.10",="<5",="1",="91.4",="7.5",="5.4",="58.2",="0.04",="<0.01",="0.35",="237",="0.12",="141",="0.02",="ND",="1",="<1",="0.0101",="ND",="ND",="0.00056",="ND",="0.0108",="ND",="ND",="0.00186",="ND",="ND",="0.0158",="0.00013",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.130",="ND",="Y",
="湳雅淨水場(Nanya)新竹市湳雅街313巷32弄28號",="0.64",="0.95",="<5",="<1",="117",="7.7",="12.6",="47.4",="0.04",="<0.01",="1.23",="228",="0.11",="163",="0.03",="ND",="<1",="<1",="0.0129",="ND",="ND",="0.00038",="ND",="ND",="ND",="0.00152",="ND",="ND",="0.00019",="0.0195",="0.00021",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.162",="ND",="Y",
="員崠淨水場(Yuntong)新竹縣竹東鎮員崠淨仔61號",="0.60",="0.25",="<5",="<1",="94.8",="8.1",="4.4",="57.7",="ND",="<0.01",="0.58",="207",="0.10",="144",="0.03",="ND",="4",="<1",="0.00085",="ND",="ND",="ND",="ND",="0.0166",="ND",="ND",="0.00133",="ND",="ND",="0.0106",="ND",="0.03",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0973",="ND",="Y",
="東興淨水場(Donsin)苗栗縣頭份鎮上興里水源路417巷14號",="0.79",="0.25",="<5",="<1",="87.9",="7.8",="4.8",="28.3",="0.03",="<0.01",="0.47",="154",="0.10",="107",="0.03",="ND",="1",="<1",="0.0129",="ND",="0.00146",="0.00050",="ND",="ND",="ND",="0.00334",="ND",="ND",="0.00016",="0.0185",="0.00014",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.131",="ND",="Y",
="明德淨水場(Minde)苗栗縣頭屋鄉明德村明德路151號",="0.84",="0.15",="<5",="1",="93.7",="7.5",="9.4",="18.1",="0.04",="ND",="0.45",="166",="0.12",="105",="ND",="ND",="<1",="<1",="0.0348",="ND",="ND",="0.00183",="ND",="0.0103",="ND",="0.00078",="ND",="0.00070",="ND",="0.0117",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.100",="ND",="Y",
="豐原淨水場(Fongyuan)台中市豐原區豐勢路2段1200巷6號",="0.69",="0.30",="<5",="<1",="80.0",="7.8",="3.3",="35.1",="ND",="ND",="0.62",="169",="0.12",="109",="ND",="ND",="1",="<1",="0.00305",="0.00351",="0.00114",="ND",="0.00071",="ND",="ND",="0.00121",="ND",="0.00196",="0.00011",="0.00114",="0.00011",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.111",="ND",="Y",
="鯉魚潭淨水場(Liyutan)台中市后里區三豐路352之1號",="0.78",="0.15",="<5",="<1",="94.9",="7.7",="2.4",="84.9",="ND",="ND",="0.41",="218",="0.14",="159",="ND",="ND",="<1",="<1",="0.00287",="ND",="0.00116",="0.00049",="ND",="0.00852",="0.00286",="0.00147",="0.00172",="0.00262",="0.00015",="0.00635",="0.00019",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0767",="ND",="Y",
="霧峰淨水場(Wufong)台中市霧峰區民生路99巷7號",="0.43",="0.20",="<5",="<1",="177",="7.3",="11.9",="52.3",="ND",="ND",="1.86",="318",="0.13",="147",="ND",="ND",="<1",="<1",="ND",="ND",="ND",="0.00040",="ND",="0.0194",="ND",="0.00501",="ND",="ND",="ND",="0.00793",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0115",="ND",="Y",
="大安淨水場(Daan)台中市大安區中山南路680號",="0.53",="0.15",="<5",="<1",="113",="7.2",="9.1",="61.8",="ND",="ND",="1.76",="233",="0.10",="161",="ND",="ND",="<1",="<1",="ND",="ND",="ND",="0.00032",="0.00029",="0.00505",="ND",="0.00359",="0.00303",="ND",="ND",="0.00547",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00651",="ND",="Y",
="彰化第三淨水場(Changhua Third)彰化縣和美鎮水源路750號",="0.58",="0.15",="<5",="<1",="211",="7.6",="42.0",="102",="ND",="ND",="0.07",="467",="0.10",="271",="ND",="ND",="<1",="<1",="0.00702",="ND",="ND",="0.00160",="ND",="ND",="ND",="0.00155",="ND",="0.00093",="0.00021",="0.0201",="0.00012",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0253",="ND",="Y",
="員林第二淨水場(Yuanlin Second)彰化縣員林鎮南平里靜修路74-21號",="0.51",="0.15",="<5",="<1",="162",="8.0",="6.3",="35.7",="ND",="ND",="0.04",="187",="0.17",="141",="ND",="ND",="3",="<1",="0.00047",="ND",="0.00257",="0.00236",="ND",="0.0283",="ND",="0.00073",="ND",="0.00071",="0.00020",="0.00966",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0253",="ND",="Y",
="埤仔頭淨水場(Pizitou)雲林縣斗六市重光里榮譽路915號",="0.49",="0.25",="<5",="<1",="114",="6.8",="11.1",="85.6",="ND",="ND",="5.44",="340",="0.13",="197",="0.07",="ND",="2",="<1",="0.00261",="0.00024",="0.00039",="0.00087",="ND",="0.00515",="ND",="0.00086",="0.00075",="0.00072",="0.00002",="0.00810",="0.00013",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0487",="<0.001",="Y",
="林內淨水場(Linnei)雲林縣林內鄉烏麻村長源180號",="0.57",="0.30",="<5",="<1",="126",="7.9",="8.5",="97.4",="ND",="ND",="0.52",="326",="0.12",="205",="0.06",="ND",="15",="<1",="0.00362",="ND",="0.00051",="0.00077",="0.00010",="0.00119",="ND",="0.00204",="0.00068",="0.00097",="0.00001",="0.00612",="0.00028",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0433",="<0.001",="Y",
="蘭潭淨水場(Lantan)嘉義市小雅路53號",="0.72",="0.35",="<5",="<1",="134",="8.1",="8.7",="63.8",="ND",="ND",="0.24",="259",="0.12",="153",="0.07",="ND",="<1",="<1",="0.0229",="0.00030",="0.00022",="0.00112",="ND",="0.00169",="ND",="0.00088",="0.00035",="ND",="ND",="0.0181",="0.00014",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0324",="<0.001",="Y",
="公園淨水場(Gonyuan)嘉義市民權東路46號",="0.71",="0.20",="<5",="<1",="133",="7.9",="11.3",="66.3",="ND",="ND",="0.35",="275",="0.12",="158",="0.08",="ND",="2",="<1",="0.0110",="ND",="0.00021",="0.00084",="ND",="0.00170",="ND",="0.00191",="0.00064",="ND",="ND",="0.0215",="0.00022",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00802",="<0.001",="Y",
="水上淨水場(Shueishang)嘉義縣水上鄉龍德村三鎮路200號",="0.73",="0.25",="<5",="<1",="102",="7.9",="12.5",="39.4",="ND",="ND",="0.39",="210",="0.11",="129",="0.07",="ND",="8",="<1",="0.0150",="0.00030",="ND",="0.00117",="ND",="ND",="ND",="0.00068",="0.00069",="ND",="ND",="0.0168",="0.00015",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0298",="<0.001",="Y",
="烏山頭淨水場(Wushantou)台南市官田區嘉南里68號",="0.81",="0.35",="<5",="<1",="121",="7.6",="7.0",="37.3",="ND",="ND",="0.42",="196",="0.19",="123",="0.06",="ND",="<1",="<1",="0.0151",="0.00067",="ND",="0.00030",="ND",="0.00083",="ND",="0.00081",="0.00064",="ND",="ND",="0.0121",="0.00013",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.112",="0.002",="Y",
="潭頂淨水場(Tanting)台南市新市區潭頂里544號",="0.72",="0.35",="<5",="<1",="132",="7.9",="14.4",="46.9",="0.02",="<0.01",="0.55",="240",="0.20",="163",="0.05",="ND",="<1",="<1",="0.0276",="0.00067",="ND",="0.00131",="ND",="0.00261",="ND",="0.00073",="0.00092",="ND",="0.00001",="0.0169",="0.00012",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.114",="<0.001",="Y",
="南化淨水場(Nanhua)台南市南化區北寮里154號",="0.74",="0.25",="<5",="<1",="135",="7.7",="7.9",="52.5",="0.02",="<0.01",="0.22",="223",="0.19",="149",="0.04",="ND",="<1",="<1",="0.0184",="0.00078",="0.00020",="0.00128",="ND",="0.00136",="ND",="0.00102",="0.00137",="ND",="ND",="0.0194",="0.00011",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.109",="ND",="Y",
="澄清湖淨水場(Chengching Lake)高雄市鳥松區大埤路32號",="0.58",="0.15",="<5",="<1",="102",="7.6",="10.8",="106",="0.03",="ND",="0.44",="292",="0.08",="146",="ND",="ND",="<1",="<1",="0.00435",="0.00062",="0.00032",="0.00155",="ND",="0.00124",="ND",="ND",="0.00052",="ND",="ND",="0.0164",="0.00018",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.173",="0.004",="Y",
="鳳山淨水場(Fongshan)高雄市小港區坪頂里天池路一號",="0.63",="0.20",="<5",="<1",="102",="7.6",="7.0",="120",="ND",="ND",="0.58",="294",="0.08",="140",="ND",="ND",="<1",="<1",="0.00664",="0.00068",="0.00039",="0.00109",="0.00021",="0.00127",="ND",="0.00074",="0.00057",="ND",="0.00001",="0.0135",="0.00028",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.145",="<0.001",="Y",
="坪頂淨水場(Pinding)高雄市大樹區小坪里小坪路128號",="0.72",="0.50",="<5",="<1",="136",="7.6",="13.0",="95.9",="0.02",="ND",="0.50",="334",="0.08",="223",="ND",="ND",="<1",="<1",="0.0156",="0.00066",="0.00047",="0.00046",="ND",="0.00081",="ND",="0.00042",="0.00034",="0.00099",="ND",="0.0226",="0.00027",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.125",="<0.001",="Y",
="拷潭淨水場(Kaotan)高雄市大寮區仁德路12號",="0.72",="0.20",="<5",="<1",="104",="7.1",="11.3",="46.3",="ND",="ND",="0.43",="216",="0.07",="138",="ND",="ND",="<1",="<1",="0.0144",="0.00057",="0.00019",="0.00086",="ND",="0.00407",="ND",="0.00059",="0.00156",="0.00075",="ND",="0.0241",="0.00008",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.0344",="ND",="Y",
="甲仙淨水場(Chiahsien)高雄市甲仙區和安里竹山巷19-1號",="0.44",="0.40",="<5",="<1",="131",="7.9",="5.9",="52.2",="ND",="ND",="0.33",="242",="0.09",="165",="ND",="ND",="<1",="<1",="0.0465",="0.00038",="ND",="0.00035",="0.00009",="0.0117",="ND",="0.00112",="ND",="0.00298",="ND",="0.0189",="0.00018",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.107",="ND",="Y",
="六龜淨水場(Liouguei)高雄市六龜區文武里河邊巷77號",="0.59",="0.25",="<5",="<1",="118",="8.0",="4.1",="83.9",="ND",="ND",="0.18",="247",="0.09",="185",="ND",="ND",="<1",="<1",="0.00592",="0.00048",="0.00033",="0.00057",="ND",="0.00430",="ND",="0.00182",="0.00049",="0.00070",="ND",="0.0187",="0.00028",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.119",="<0.001",="Y",
="牡丹淨水場(Moodan)屏東縣牡丹鄉石門村石門路35之2號",="0.71",="0.25",="<5",="<1",="115",="7.7",="12.3",="14.8",="0.02",="ND",="0.16",="158",="0.10",="117",="ND",="ND",="<1",="<1",="0.0178",="0.00074",="0.00022",="0.00125",="0.00017",="0.00168",="0.00003",="0.00063",="ND",="ND",="ND",="0.00765",="0.00013",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.147",="<0.001",="Y",
="屏東淨水場(Pingtong)屏東市林森路6號",="0.50",="0.30",="<5",="<1",="162",="8.0",="4.9",="56.8",="ND",="ND",="1.52",="286",="0.07",="193",="ND",="ND",="<1",="<1",="0.00306",="0.00063",="0.00053",="0.00184",="ND",="0.00161",="ND",="0.00073",="0.00121",="ND",="ND",="0.00937",="0.00010",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.0171",="<0.001",="Y",
="深溝淨水場(Shengou)宜蘭縣員山鄉員山路2段236號",="0.45",="0.30",="<5",="<1",="79.3",="7.4",="4.3",="22.4",="ND",="<0.01",="0.93",="142",="0.09",="88.4",="ND",="ND",="<1",="<1",="0.00202",="ND",="ND",="0.00019",="ND",="0.00597",="ND",="0.00150",="ND",="ND",="ND",="0.00186",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0238",="ND",="Y",
="廣興淨水場(Kuanhsin)宜蘭縣冬山鄉廣興路63號",="0.46",="0.15",="<5",="<1",="101",="7.0",="4.2",="36.4",="ND",="ND",="0.84",="194",="0.07",="118",="0.02",="ND",="<1",="<1",="0.00137",="ND",="ND",="0.00028",="ND",="ND",="ND",="0.00460",="0.00107",="0.00094",="ND",="0.00149",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0229",="ND",="Y",
="蘇澳淨水場(Shuao)宜蘭縣蘇澳鎮光明路5號",="0.51",="0.20",="<5",="<1",="98.4",="6.8",="13.7",="21.6",="ND",="<0.01",="0.94",="150",="0.08",="107",="ND",="ND",="1",="<1",="ND",="ND",="0.00127",="0.00093",="ND",="0.0100",="ND",="0.00110",="ND",="ND",="0.00012",="0.00712",="0.00011",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0184",="ND",="Y",
="砂婆礑淨水場(Sapotang)花蓮縣秀林鄉水源村金嵐路2之1號",="0.45",="0.25",="<5",="<1",="77.0",="8.1",="2.9",="11.2",="ND",="ND",="0.41",="122",="0.02",="88.7",="0.03",="ND",="12",="<1",="0.00282",="0.00184",="0.00034",="0.00126",="ND",="0.00754",="ND",="0.0107",="0.00059",="0.00080",="0.00001",="0.0267",="0.00009",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0555",="ND",="Y",
="鳳林淨水場(Fonglin)花蓮縣鳳林鎮水源路136號",="0.48",="0.15",="<5",="<1",="38.3",="7.9",="4.5",="7.6",="ND",="ND",="0.33",="95.5",="0.03",="44.4",="ND",="ND",="2",="<1",="0.00222",="0.00054",="0.00025",="0.00039",="ND",="0.00291",="ND",="0.00108",="ND",="ND",="ND",="0.00199",="0.00003",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0118",="ND",="Y",
="玉里淨水場(Yuli)花蓮縣玉里鎮玉里段152，217地號內",="0.44",="0.15",="<5",="<1",="104",="7.5",="3.0",="26.6",="ND",="ND",="0.85",="181",="0.06",="126",="0.05",="ND",="1",="<1",="ND",="0.00051",="0.00041",="0.00108",="ND",="0.00193",="ND",="0.00193",="0.00082",="ND",="ND",="0.00216",="0.00006",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="Y",
="壽豐淨水場(Shoufeng)花蓮縣壽豐鄉豐裡村中山路151號",="0.45",="0.15",="<5",="<1",="102",="7.5",="4.5",="10.7",="ND",="ND",="0.52",="152",="0.03",="111",="ND",="0.009",="5",="<1",="0.00293",="ND",="0.00041",="0.00158",="ND",="0.00159",="ND",="0.00109",="0.00158",="0.00094",="ND",="0.0173",="0.00007",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0144",="ND",="Y",
="利嘉淨水場(Leichia)台東縣卑南鄉利嘉路575號",="0.55",="0.25",="<5",="<1",="117",="7.9",="5.9",="79.5",="ND",="ND",="0.28",="278",="0.07",="215",="ND",="ND",="<1",="<1",="ND",="ND",="0.00504",="0.00076",="ND",="0.0260",="ND",="ND",="ND",="0.00436",="0.00035",="0.00449",="0.00027",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0261",="ND",="Y",
="成功淨水場(Chengkung)台東縣成功鎮高台路60號",="0.75",="0.40",="<5",="<1",="100",="7.5",="26.1",="15.2",="ND",="ND",="0.50",="181",="0.09",="72.6",="0.08",="ND",="<1",="<1",="0.00498",="ND",="0.00399",="0.00101",="ND",="0.0119",="ND",="0.00034",="0.00148",="ND",="0.00042",="0.00122",="0.00019",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0538",="ND",="Y",
="正興淨水場(Chenghsin)台東縣金峰鄉正興村90號",="0.50",="0.30",="<5",="<1",="121",="7.4",="8.5",="50.5",="ND",="ND",="0.89",="268",="0.09",="198",="0.02",="ND",="<1",="<1",="0.00201",="ND",="0.00116",="0.00067",="ND",="ND",="ND",="0.00277",="ND",="ND",="0.00082",="0.00557",="0.00041",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0129",="ND",="Y",
="馬公(Magong)澎湖縣馬公市烏崁里306號",="0.63",="0.20",="<5",="<1",="33.3",="8.4",="145",="23.6",="ND",="ND",="0.06",="330",="0.02",="36.1",="ND",="ND",="<1",="<1",="0.00109",="0.00372",="ND",="0.00032",="0.00013",="0.00110",="ND",="ND",="0.00104",="ND",="ND",="ND",="0.00002",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="－－",="－－",="－－",="－－",="ND",="0.0187",="0.001",="Y",
="集集淨水場(Jiji)南投縣集集鎮吳厝里水源巷1號",="0.44",="0.40",="<5",="<1",="123",="8.1",="2.7",="82.1",="ND",="ND",="0.56",="250",="0.14",="182",="ND",="ND",="3",="<1",="0.00438",="ND",="0.00171",="0.00060",="0.00047",="0.00384",="0.00337",="0.00249",="0.00466",="0.00094",="ND",="0.00678",="0.00030",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00002",="ND",="ND",="ND",="ND",="ND",="0.150",="ND",="Y",
